age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
45,unemployed,divorced,1,757,no,no,103,1,325,4,no
34,technician,married,3,691,yes,yes,70,1,-1,0,no
36,blue-collar,married,1,1925,yes,no,904,2,-1,0,yes
34,management,married,3,902,yes,no,159,1,367,2,no
61,retired,married,2,5207,no,no,336,1,81,2,no
54,services,married,2,0,no,no,220,1,-1,0,no
50,entrepreneur,married,2,665,no,no,238,1,-1,0,no
43,admin.,divorced,2,738,yes,no,585,4,191,4,no
47,blue-collar,married,1,233,no,no,293,3,-1,0,no
45,services,married,2,-839,yes,no,68,1,-1,0,no
57,retired,married,1,5799,no,no,97,1,-1,0,no
27,admin.,married,2,1033,yes,no,1713,1,-1,0,no
49,unemployed,divorced,2,66,no,no,218,3,-1,0,no
43,services,married,1,2567,yes,no,109,1,360,2,no
40,management,married,3,1584,yes,no,661,1,-1,0,no
32,services,single,2,182,yes,no,145,1,-1,0,no
58,management,married,1,76,yes,no,54,4,-1,0,no
34,admin.,single,2,663,yes,no,111,1,-1,0,no
46,technician,divorced,2,3455,yes,no,566,2,-1,0,no
29,blue-collar,married,2,15,no,no,136,1,-1,0,no
52,blue-collar,married,1,1054,no,no,273,1,-1,0,no
45,management,married,3,1529,no,no,160,1,-1,0,no
26,management,single,2,63,no,no,76,4,-1,0,no
40,technician,married,3,0,no,no,44,1,-1,0,no
41,admin.,married,2,920,yes,yes,239,1,-1,0,no
47,admin.,single,2,3696,no,no,250,2,181,4,yes
27,services,married,2,0,yes,no,198,13,-1,0,no
48,blue-collar,married,2,157,yes,no,73,1,-1,0,no
49,admin.,married,2,2465,no,no,157,3,-1,0,no
35,blue-collar,married,1,0,yes,no,90,6,-1,0,no
47,self-employed,married,2,2,no,no,236,2,-1,0,no
54,management,married,3,0,no,no,118,5,-1,0,no
39,management,single,3,12437,no,no,40,1,-1,0,no
28,student,single,2,378,yes,no,346,1,-1,0,no
54,blue-collar,married,1,211,no,no,200,2,-1,0,no
34,technician,married,2,-228,yes,no,187,3,332,3,no
63,retired,married,2,2747,no,no,113,1,80,1,no
42,self-employed,married,3,1932,yes,no,192,32,-1,0,no
43,technician,single,2,11269,no,no,92,1,-1,0,no
37,admin.,married,2,1314,yes,no,682,2,85,7,no
55,blue-collar,married,1,2275,no,no,139,9,-1,0,no
43,management,single,3,1304,no,no,501,2,-1,0,yes
41,blue-collar,married,2,720,no,yes,651,1,-1,0,yes
47,technician,divorced,2,2914,yes,no,405,13,-1,0,no
34,technician,married,2,1464,yes,no,350,1,-1,0,no
28,student,single,2,11555,no,no,125,2,-1,0,no
36,services,married,2,-302,yes,no,36,2,-1,0,no
50,technician,married,2,2497,yes,no,35,1,176,1,no
35,blue-collar,married,2,-339,yes,no,389,2,-1,0,no
40,technician,married,2,56,yes,yes,194,1,247,1,no
26,self-employed,single,3,211,no,no,168,3,-1,0,no
36,management,divorced,3,3611,yes,no,347,3,-1,0,no
59,unemployed,married,1,0,no,no,3025,2,-1,0,no
28,student,single,2,459,no,no,83,13,-1,0,no
50,self-employed,married,2,1138,no,no,219,10,-1,0,no
53,management,married,3,1319,yes,no,427,1,150,1,no
81,retired,married,2,1,no,no,65,5,-1,0,no
35,services,divorced,2,67,yes,no,192,2,-1,0,no
44,services,married,2,0,yes,yes,161,1,-1,0,no
38,management,married,3,-558,yes,no,533,1,-1,0,no
49,blue-collar,married,2,171,no,no,19,3,175,2,no
33,technician,single,3,696,no,yes,193,1,176,8,no
29,management,married,3,361,yes,yes,819,3,-1,0,no
28,technician,single,2,227,no,no,278,1,-1,0,yes
31,admin.,married,2,236,yes,yes,211,3,-1,0,no
33,management,single,3,-53,no,no,617,2,-1,0,no
52,technician,married,2,192,yes,no,61,2,-1,0,no
43,management,divorced,3,38,yes,no,197,6,-1,0,no
32,self-employed,single,2,518,yes,no,34,7,-1,0,no
36,self-employed,married,3,16,yes,yes,95,4,-1,0,no
41,blue-collar,married,2,-256,yes,no,147,2,-1,0,no
43,blue-collar,married,2,105,no,yes,668,2,-1,0,no
45,self-employed,married,3,334,no,no,87,2,-1,0,no
39,technician,married,2,1048,no,yes,405,1,-1,0,no
41,services,married,2,108,yes,yes,83,7,-1,0,no
31,technician,married,2,660,no,no,115,1,-1,0,no
37,unemployed,single,3,0,yes,no,108,1,-1,0,no
47,housemaid,married,1,201,yes,no,58,2,382,1,no
37,housemaid,married,1,189,no,no,148,4,-1,0,no
43,technician,divorced,2,1413,yes,no,75,3,-1,0,no
58,retired,divorced,3,264,yes,yes,523,3,-1,0,no
52,entrepreneur,married,3,54,yes,yes,103,1,-1,0,no
50,blue-collar,married,1,12519,yes,no,146,2,147,4,no
32,services,single,2,2881,no,no,356,1,-1,0,yes
42,blue-collar,married,1,0,yes,no,71,1,-1,0,no
31,admin.,married,2,88,yes,yes,189,2,-1,0,no
28,blue-collar,married,2,1020,yes,no,251,1,-1,0,no
36,technician,divorced,3,119,no,no,127,8,-1,0,no
51,unemployed,single,3,1594,no,no,197,1,-1,0,no
46,technician,married,3,342,yes,yes,84,1,-1,0,no
50,services,single,2,72,no,no,141,2,-1,0,no
32,blue-collar,married,2,14,yes,no,171,1,-1,0,no
26,entrepreneur,single,3,81,no,no,262,3,-1,0,no
41,self-employed,married,3,231,no,no,352,2,-1,0,yes
39,technician,married,3,1161,yes,no,236,1,336,1,no
31,blue-collar,married,2,-45,yes,no,184,1,-1,0,no
28,management,single,3,231,yes,yes,568,2,-1,0,no
31,management,single,2,36,no,no,105,2,-1,0,no
30,technician,married,3,1570,yes,no,260,1,-1,0,no
35,technician,married,3,7050,no,no,222,3,182,4,yes
33,blue-collar,married,1,3704,yes,no,447,2,-1,0,no
30,technician,single,3,6619,yes,no,239,8,-1,0,no
32,blue-collar,single,2,-84,yes,no,426,1,-1,0,no
40,management,single,3,1509,no,no,333,1,58,3,no
31,self-employed,married,3,1134,no,no,174,2,-1,0,no
36,technician,married,2,146,yes,yes,284,2,-1,0,no
33,management,single,3,9449,yes,no,428,1,-1,0,no
57,retired,married,2,374,yes,yes,236,1,-1,0,no
45,technician,married,2,88,no,no,150,2,-1,0,no
59,management,married,3,2764,no,no,237,1,206,2,no
30,management,single,3,2,yes,yes,1031,8,-1,0,yes
33,technician,married,3,8023,no,no,107,1,105,3,no
52,blue-collar,married,2,289,yes,no,45,13,-1,0,no
83,retired,married,2,0,no,no,140,10,-1,0,no
58,self-employed,divorced,3,1382,no,no,700,1,-1,0,yes
33,management,divorced,3,280,no,yes,155,1,-1,0,no
41,blue-collar,divorced,1,2195,yes,no,211,5,-1,0,no
31,self-employed,married,2,33,no,no,165,4,-1,0,no
35,blue-collar,divorced,2,275,no,yes,144,5,-1,0,no
27,management,single,3,703,yes,no,590,3,-1,0,yes
53,admin.,single,2,1178,yes,no,295,2,-1,0,no
39,management,married,3,2763,yes,no,526,2,-1,0,yes
32,entrepreneur,single,3,890,yes,yes,27,10,-1,0,no
46,self-employed,married,2,548,no,no,1181,4,-1,0,yes
56,technician,married,3,272,no,no,103,2,-1,0,no
46,management,divorced,3,6269,yes,no,249,3,112,2,no
29,entrepreneur,married,2,178,yes,no,231,4,-1,0,no
60,management,married,1,252,yes,yes,123,2,147,3,no
33,housemaid,single,3,23663,yes,no,199,2,146,2,no
27,entrepreneur,single,3,81,no,no,197,1,199,3,no
50,self-employed,divorced,3,59,yes,no,67,2,-1,0,no
45,services,married,2,1343,no,yes,220,1,-1,0,no
58,retired,married,2,225,no,no,122,6,-1,0,no
59,retired,married,1,0,yes,no,104,7,-1,0,no
58,retired,divorced,1,2538,yes,no,307,6,-1,0,no
64,retired,married,1,43,no,no,117,1,91,1,no
47,technician,married,2,57,no,no,253,1,342,1,no
40,management,married,3,-117,yes,no,770,2,-1,0,no
36,technician,divorced,2,666,yes,yes,190,1,133,1,no
28,management,single,3,0,yes,no,767,5,-1,0,yes
38,technician,single,3,25,yes,no,232,2,-1,0,yes
53,entrepreneur,married,1,1034,yes,no,854,2,170,3,no
46,blue-collar,single,2,324,yes,no,293,6,-1,0,no
54,technician,married,2,0,no,no,986,1,94,8,no
32,management,married,3,0,no,no,66,1,-1,0,no
55,management,married,1,621,no,yes,114,1,208,1,no
55,retired,divorced,2,138,no,no,205,1,-1,0,no
56,technician,married,2,4063,no,yes,31,4,-1,0,no
40,blue-collar,married,2,11084,no,no,113,1,-1,0,no
44,technician,married,2,310,yes,no,200,1,253,1,no
33,management,married,3,1808,yes,no,99,4,-1,0,no
41,unemployed,divorced,2,1281,no,no,45,3,-1,0,no
37,technician,married,2,64,yes,no,239,4,278,2,no
58,management,single,3,2,yes,no,168,3,-1,0,no
52,blue-collar,married,2,60,no,yes,196,2,-1,0,no
49,services,single,2,133,no,no,319,6,-1,0,no
44,housemaid,married,1,3706,no,no,209,3,-1,0,no
31,technician,married,2,251,no,yes,156,2,-1,0,no
37,self-employed,married,2,4153,yes,no,35,16,-1,0,no
30,technician,single,3,985,yes,no,88,2,-1,0,no
28,services,single,2,168,no,no,347,3,140,2,yes
46,services,married,2,1550,yes,no,126,2,149,8,no
47,management,married,3,7708,yes,no,157,5,-1,0,no
35,blue-collar,married,1,-12,yes,no,212,5,-1,0,no
80,management,married,1,6483,no,no,123,1,-1,0,no
30,technician,single,3,60,yes,yes,306,5,-1,0,no
55,technician,single,2,3339,yes,no,63,1,-1,0,no
22,student,single,3,1161,no,yes,119,1,-1,0,no
33,blue-collar,single,1,599,yes,no,29,1,-1,0,no
49,management,married,3,1430,no,no,231,2,-1,0,no
51,retired,married,2,35,no,yes,123,4,-1,0,no
41,self-employed,married,3,6000,yes,no,265,1,-1,0,no
34,technician,married,2,0,yes,no,144,1,-1,0,no
36,blue-collar,single,2,340,no,yes,559,3,-1,0,no
35,entrepreneur,married,3,0,no,no,74,1,168,4,no
29,services,married,2,3,yes,no,183,1,-1,0,no
40,technician,single,3,445,yes,no,631,1,-1,0,no
32,management,divorced,3,874,no,no,1282,6,-1,0,yes
48,blue-collar,married,2,705,no,no,108,2,-1,0,no
35,self-employed,divorced,3,1354,yes,no,736,2,-1,0,yes
33,technician,single,3,123,no,no,264,1,-1,0,no
55,retired,married,1,8894,no,no,262,1,-1,0,no
41,blue-collar,married,2,429,yes,no,244,1,-1,0,no
42,housemaid,married,1,14752,no,no,107,2,-1,0,no
46,blue-collar,married,1,67,no,no,9,1,-1,0,no
35,housemaid,divorced,2,39,no,no,149,2,-1,0,no
28,technician,single,3,102,no,no,321,2,-1,0,no
25,student,single,2,1790,no,no,224,1,322,3,no
56,management,single,3,15311,no,no,157,6,-1,0,no
30,admin.,single,2,-635,no,no,250,1,-1,0,no
45,blue-collar,married,2,115,no,no,209,4,-1,0,no
40,management,married,3,10786,no,no,111,3,-1,0,no
40,blue-collar,married,2,498,yes,no,55,2,298,4,no
39,blue-collar,married,2,1045,yes,yes,290,13,-1,0,no
48,entrepreneur,married,3,810,no,no,383,1,-1,0,no
31,technician,single,3,-162,yes,no,380,1,-1,0,no
32,management,married,3,55,no,no,124,3,-1,0,no
34,services,married,2,586,yes,yes,224,2,-1,0,no
26,technician,single,2,455,no,no,240,1,182,8,no
31,management,married,3,1010,yes,no,385,3,364,9,no
37,management,single,3,509,yes,no,133,1,-1,0,no
57,technician,married,2,3071,yes,yes,63,3,-1,0,no
47,management,single,3,153,yes,no,192,2,-1,0,no
38,self-employed,single,2,1146,yes,no,91,2,-1,0,no
48,blue-collar,married,1,1092,no,yes,79,1,172,8,no
50,management,married,3,3463,no,yes,96,1,-1,0,yes
33,admin.,married,2,1158,yes,no,25,2,-1,0,no
28,admin.,single,2,26,yes,no,227,2,-1,0,no
30,services,single,2,566,no,no,110,1,-1,0,no
52,technician,divorced,2,204,no,no,134,2,-1,0,no
36,technician,married,2,480,no,no,213,1,-1,0,yes
36,technician,single,2,1855,yes,no,75,1,273,1,no
46,services,married,2,1034,no,no,109,2,-1,0,no
57,management,married,3,3250,no,no,162,3,-1,0,no
28,management,single,2,1633,no,no,275,1,-1,0,yes
46,services,married,2,0,yes,no,154,1,124,1,no
55,retired,married,1,3334,no,no,632,4,-1,0,yes
33,management,married,3,4020,yes,yes,251,1,-1,0,no
53,management,married,2,66,no,yes,141,1,-1,0,no
41,technician,single,2,-41,yes,yes,154,1,-1,0,no
60,blue-collar,married,2,322,yes,no,63,1,-1,0,no
35,entrepreneur,married,1,2643,no,yes,259,1,-1,0,no
43,blue-collar,divorced,1,49,yes,no,100,1,-1,0,no
57,admin.,divorced,1,1,no,no,17,10,-1,0,no
46,admin.,married,2,3098,yes,no,192,9,-1,0,no
31,blue-collar,married,1,352,yes,no,97,9,-1,0,no
53,technician,married,2,65,no,no,41,2,-1,0,no
35,blue-collar,married,2,1949,yes,no,200,3,-1,0,no
32,admin.,single,2,739,yes,no,91,3,-1,0,no
48,management,married,3,1167,yes,yes,264,1,-1,0,yes
50,admin.,married,2,231,yes,no,397,2,-1,0,no
40,blue-collar,married,1,1136,yes,no,86,1,-1,0,no
42,entrepreneur,married,3,233,no,no,446,1,-1,0,no
59,admin.,married,2,817,no,no,304,1,-1,0,no
27,blue-collar,single,1,1128,yes,no,88,4,-1,0,no
32,management,single,3,1831,yes,no,86,2,-1,0,no
35,technician,single,2,450,yes,no,63,1,-1,0,no
28,services,married,2,0,yes,no,335,2,281,8,no
37,management,divorced,2,414,no,no,293,2,162,4,no
57,management,married,1,1052,yes,no,227,4,-1,0,no
42,admin.,single,2,1022,yes,no,146,2,-1,0,no
55,admin.,married,1,343,yes,no,276,3,-1,0,no
52,management,married,3,1944,yes,no,238,3,323,2,no
26,blue-collar,single,2,-32,yes,yes,14,6,-1,0,no
52,technician,married,2,1781,yes,no,144,2,-1,0,no
26,management,single,3,350,no,no,367,1,-1,0,no
33,unemployed,married,2,2,yes,no,132,1,-1,0,no
24,blue-collar,single,1,111,yes,yes,42,4,-1,0,no
37,management,divorced,3,168,yes,no,227,1,-1,0,no
28,technician,single,2,3,no,no,40,8,349,6,no
30,technician,single,2,102,yes,no,614,2,-1,0,no
33,blue-collar,married,1,0,yes,no,270,1,-1,0,no
55,unknown,married,1,159,no,no,15,1,-1,0,no
33,blue-collar,married,2,1134,yes,no,304,2,-1,0,no
42,blue-collar,married,2,352,yes,no,79,3,-1,0,no
37,management,married,3,865,yes,no,101,1,-1,0,no
59,blue-collar,married,1,179,yes,no,55,3,-1,0,no
27,blue-collar,single,2,5,yes,no,205,3,-1,0,no
23,student,married,3,-230,yes,no,259,2,-1,0,no
51,management,divorced,3,0,no,no,60,2,-1,0,no
50,blue-collar,married,1,3924,yes,no,122,2,-1,0,no
43,technician,married,2,764,yes,no,557,5,-1,0,no
37,blue-collar,divorced,1,511,yes,no,42,1,-1,0,no
34,management,single,3,4348,yes,no,373,8,-1,0,no
41,management,married,3,3016,yes,no,80,3,-1,0,no
26,student,single,2,279,no,no,239,3,-1,0,no
49,management,divorced,3,1405,no,no,29,1,-1,0,no
29,blue-collar,single,2,908,yes,no,1663,1,-1,0,yes
30,management,single,3,162,yes,no,186,4,-1,0,no
38,services,divorced,2,792,no,no,430,1,-1,0,no
58,management,married,2,111,no,no,58,2,-1,0,no
50,management,married,3,2881,no,no,510,2,2,5,no
30,blue-collar,single,2,445,yes,no,218,1,330,2,no
40,management,married,2,643,yes,no,74,2,256,1,no
57,housemaid,single,2,254,no,no,676,1,-1,0,no
40,management,married,3,-1212,yes,no,1259,2,333,18,no
41,technician,married,2,2125,yes,yes,285,3,116,4,no
48,blue-collar,married,2,-202,yes,yes,225,4,-1,0,no
32,technician,single,2,271,yes,no,80,2,268,2,no
34,management,married,3,703,yes,no,342,1,-1,0,yes
46,blue-collar,married,2,-216,yes,no,404,3,-1,0,no
45,services,divorced,2,88,no,yes,332,1,-1,0,no
51,admin.,single,3,16,yes,no,158,1,-1,0,no
31,management,married,2,466,yes,no,164,1,-1,0,no
47,technician,married,2,-75,yes,no,57,1,247,1,no
32,blue-collar,married,2,456,no,no,121,1,-1,0,no
41,technician,married,2,77,yes,no,56,1,-1,0,no
37,services,single,2,-244,no,no,178,1,-1,0,no
27,blue-collar,single,1,1209,no,no,283,1,-1,0,no
27,services,married,2,58,yes,no,113,1,337,2,no
50,management,married,2,421,no,no,22,5,-1,0,no
31,management,single,3,112,yes,no,159,2,271,1,no
40,self-employed,married,3,13669,no,no,138,1,136,8,no
43,management,married,3,1429,yes,no,1015,1,198,2,yes
39,technician,married,3,794,no,no,182,1,-1,0,no
31,entrepreneur,single,3,1957,no,no,112,3,-1,0,no
48,technician,married,2,454,yes,no,114,1,-1,0,no
32,blue-collar,single,1,882,no,yes,80,8,-1,0,no
47,unemployed,married,1,168,yes,no,66,1,241,1,no
35,management,single,3,714,yes,no,135,22,-1,0,no
42,management,single,3,0,no,no,99,1,-1,0,no
47,blue-collar,married,2,1996,no,no,761,2,-1,0,yes
59,retired,married,2,163,no,no,464,1,-1,0,no
38,admin.,married,2,3190,yes,no,20,2,-1,0,no
50,unemployed,married,2,1772,no,no,206,4,-1,0,no
27,services,single,2,-151,no,no,283,2,-1,0,no
55,housemaid,married,1,16,no,no,64,1,-1,0,no
39,services,single,2,7066,yes,no,667,3,357,3,yes
31,technician,single,3,454,no,no,73,3,-1,0,no
37,entrepreneur,married,3,4798,yes,no,156,2,-1,0,no
28,technician,single,2,-298,yes,no,559,7,-1,0,no
42,technician,married,2,439,no,no,143,2,-1,0,no
40,services,divorced,2,1927,yes,no,62,1,-1,0,no
59,management,single,2,671,yes,yes,219,2,259,5,no
40,services,single,2,65,yes,no,15,3,-1,0,no
43,technician,married,2,-932,yes,no,567,1,-1,0,no
38,technician,single,2,4366,yes,no,188,2,-1,0,no
54,retired,married,1,0,yes,no,159,2,-1,0,no
41,blue-collar,married,2,4900,yes,no,121,2,-1,0,no
55,housemaid,divorced,1,976,no,no,345,1,94,3,yes
33,management,married,3,148,no,no,717,1,-1,0,no
46,blue-collar,married,2,5,no,no,71,3,-1,0,no
36,management,married,2,-148,no,no,144,2,-1,0,no
48,technician,divorced,3,113,no,yes,38,1,-1,0,no
42,management,married,2,-105,yes,no,60,2,-1,0,no
46,management,divorced,3,624,no,no,336,2,183,2,yes
49,technician,married,2,-1680,yes,yes,92,4,-1,0,no
36,blue-collar,married,2,-461,no,no,254,2,353,1,no
34,technician,single,3,144,yes,yes,104,1,85,19,no
51,entrepreneur,divorced,3,4,yes,yes,74,5,-1,0,no
58,blue-collar,married,1,309,no,no,156,2,-1,0,no
48,management,married,3,866,no,no,146,2,-1,0,no
41,admin.,single,2,1020,yes,no,882,1,-1,0,yes
49,self-employed,married,1,489,yes,no,84,4,-1,0,no
43,management,married,1,8167,yes,no,114,2,-1,0,no
32,blue-collar,single,2,-255,no,yes,957,3,-1,0,no
54,retired,married,2,3671,no,no,67,3,-1,0,no
33,blue-collar,divorced,1,636,yes,no,211,11,-1,0,no
35,technician,married,2,141,yes,no,299,2,-1,0,no
56,technician,married,2,150,yes,yes,102,6,349,1,no
57,technician,married,2,839,no,yes,225,1,-1,0,no
31,housemaid,single,1,26965,no,no,654,2,-1,0,yes
33,technician,single,2,716,yes,no,234,2,-1,0,no
29,technician,single,3,2485,no,no,48,6,-1,0,no
38,management,single,3,15030,yes,no,167,1,174,7,no
37,admin.,married,2,11303,no,no,500,2,-1,0,no
33,entrepreneur,married,3,595,no,no,22,2,-1,0,no
30,management,single,3,19358,no,no,258,2,-1,0,no
31,self-employed,single,2,203,no,yes,177,1,-1,0,no
28,technician,single,3,183,yes,yes,62,2,-1,0,no
26,admin.,single,2,255,no,no,457,1,80,1,yes
31,technician,single,2,102,yes,no,460,2,345,2,no
50,housemaid,divorced,1,94,yes,no,184,4,-1,0,no
45,entrepreneur,married,1,58,yes,no,119,3,371,3,no
48,management,married,1,606,no,no,77,6,-1,0,no
41,technician,married,2,0,no,yes,107,1,-1,0,no
60,technician,married,1,65,yes,no,1028,2,-1,0,yes
41,blue-collar,married,2,338,yes,no,87,1,-1,0,no
43,blue-collar,married,1,757,yes,no,315,4,-1,0,no
36,management,married,3,9269,yes,yes,107,2,-1,0,no
40,blue-collar,married,1,1206,no,yes,201,5,-1,0,no
28,management,single,3,882,no,yes,94,1,205,2,no
27,student,single,3,5291,no,no,192,2,92,2,yes
49,management,single,2,61,yes,no,185,2,246,1,no
37,technician,married,3,0,yes,no,77,1,-1,0,no
31,blue-collar,married,2,1407,yes,no,142,3,-1,0,no
31,technician,single,2,25,no,no,381,1,-1,0,no
31,blue-collar,married,2,1354,yes,yes,222,2,-1,0,no
35,blue-collar,married,1,793,yes,no,106,1,-1,0,no
33,technician,single,2,5235,no,no,67,3,-1,0,no
30,technician,single,3,3,yes,no,45,2,169,2,no
58,technician,single,2,409,no,yes,643,2,-1,0,no
34,admin.,married,3,35,yes,no,76,1,69,2,no
45,management,married,3,-459,no,no,508,6,-1,0,no
28,services,single,2,198,no,no,128,2,-1,0,yes
31,blue-collar,married,1,99,yes,no,193,2,322,1,no
40,management,married,3,60,no,no,172,6,-1,0,no
30,services,single,2,3485,no,no,142,2,-1,0,no
34,entrepreneur,married,2,-139,yes,yes,492,2,-1,0,no
40,blue-collar,married,2,952,no,yes,140,1,-1,0,no
59,retired,married,1,1427,no,no,140,2,-1,0,no
43,technician,single,3,1017,yes,no,257,2,-1,0,no
41,management,married,3,-29,no,no,41,2,266,2,no
33,technician,divorced,2,9,no,no,91,2,-1,0,no
33,management,married,2,4040,yes,no,132,2,-1,0,no
36,blue-collar,married,2,13,no,no,284,1,-1,0,no
32,self-employed,single,2,1259,no,no,184,2,-1,0,no
25,admin.,married,2,18,yes,no,225,1,-1,0,no
25,blue-collar,married,2,-76,yes,no,241,3,-1,0,no
38,technician,single,3,221,no,no,79,3,-1,0,no
34,management,married,3,136,yes,no,156,1,-1,0,no
67,blue-collar,married,2,16353,no,no,223,2,-1,0,no
32,blue-collar,married,2,-63,yes,no,198,1,-1,0,no
45,housemaid,married,1,7353,no,no,536,2,-1,0,no
33,blue-collar,married,1,511,yes,no,304,2,-1,0,no
38,admin.,married,1,3913,yes,no,196,2,315,2,no
32,technician,divorced,2,1097,yes,no,298,2,-1,0,no
54,retired,divorced,3,6102,yes,yes,86,6,-1,0,no
51,admin.,divorced,2,340,yes,no,186,1,-1,0,no
42,blue-collar,married,1,-119,yes,no,167,3,-1,0,no
41,admin.,married,2,2993,yes,no,24,12,-1,0,no
39,management,divorced,3,3575,no,yes,74,3,-1,0,no
38,blue-collar,married,2,361,yes,no,601,1,-1,0,no
39,management,married,2,1072,yes,no,1168,2,-1,0,no
46,blue-collar,married,1,2904,no,no,277,2,-1,0,no
50,entrepreneur,divorced,3,1790,no,yes,748,3,-1,0,no
33,blue-collar,married,2,86,yes,no,364,1,-1,0,no
37,technician,married,2,1633,yes,no,229,3,-1,0,no
31,management,married,3,8312,no,no,43,13,-1,0,no
34,management,married,3,0,yes,no,262,1,99,2,yes
36,management,married,3,222,yes,no,317,1,169,2,no
40,technician,married,2,109,no,no,402,22,-1,0,no
40,blue-collar,married,2,1451,no,no,314,1,-1,0,yes
41,technician,married,2,1066,no,no,109,3,-1,0,yes
52,management,married,3,3163,no,no,56,6,-1,0,no
40,services,single,2,888,yes,no,169,2,-1,0,no
33,management,divorced,2,106,no,no,175,3,-1,0,no
44,technician,divorced,2,0,no,no,56,2,-1,0,no
55,management,married,3,979,no,yes,123,1,-1,0,no
51,admin.,married,2,2662,no,no,148,2,-1,0,no
34,management,single,3,84,no,no,231,1,-1,0,no
39,management,single,3,816,yes,no,37,3,-1,0,no
27,unemployed,single,2,3276,no,no,106,1,110,2,no
35,technician,single,2,-51,no,no,134,2,-1,0,no
37,technician,single,3,3315,yes,no,820,2,-1,0,no
52,technician,married,2,196,yes,yes,116,1,273,3,no
41,blue-collar,married,2,552,yes,no,463,1,-1,0,no
52,admin.,married,2,2347,no,yes,603,3,-1,0,no
34,blue-collar,single,2,3723,yes,no,47,5,-1,0,no
53,management,divorced,1,255,no,no,126,1,-1,0,no
33,management,single,3,3143,no,no,421,2,-1,0,yes
47,self-employed,married,2,0,no,no,174,8,-1,0,no
